property_id,neighborhood,property_type,price,area_sqft,bedrooms,bathrooms,age_years,price_outlier,price_per_sqft,size_band
PROP0518,Jayanagar,Villa,4171069.0,409.0,1.0,1.0,3.9,False,10198.212713936431,Small
PROP0519,Indiranagar,Apartment,12321365.0,1168.0,2.0,1.0,1.2,False,10549.113869863013,Medium
PROP0520,Jayanagar,Studio,14075461.0,1458.0,2.0,2.0,7.5,False,9653.951303155007,Large
PROP0521,Electronic City,Studio,10840251.0,1809.0,3.0,2.0,17.2,False,5992.399668325042,Large
PROP0522,Whitefield,Apartment,60713811.0,1696.0,3.0,3.0,23.5,True,35798.237617924526,Large
PROP0523,Indiranagar,Apartment,13660779.0,1250.0,2.0,2.0,19.9,False,10928.6232,Medium
PROP0524,Hsr Layout,Apartment,20656165.0,1980.0,3.0,3.0,20.6,False,10432.406565656565,Large
PROP0525,Indiranagar,Villa,21725283.0,1986.0,3.0,3.0,4.3,False,10939.216012084593,Large
PROP0526,Whitefield,Apartment,12423671.0,1546.0,3.0,2.0,12.5,False,8036.009702457956,Large
PROP0527,Electronic City,Independent House,11228786.0,1951.0,3.0,4.0,15.0,False,5755.400307534597,Large
PROP0528,Electronic City,Apartment,8040375.0,1592.0,3.0,4.0,15.7,False,5050.486809045226,Large
PROP0529,Jayanagar,Villa,11390152.0,1158.0,2.0,2.0,9.8,False,9836.055267702935,Medium
PROP0530,Whitefield,Apartment,14417887.0,1813.0,3.0,4.0,11.4,False,7952.502482073911,Large
PROP0531,Hsr Layout,Apartment,15694204.0,1423.0,2.0,2.0,19.5,False,11028.955727336614,Large
PROP0532,Hsr Layout,Apartment,15523611.0,1451.0,3.0,4.0,14.7,False,10698.560303239145,Large
PROP0533,Whitefield,Apartment,16262859.0,2216.0,4.0,4.0,16.5,False,7338.835288808665,Very Large
PROP0534,Hsr Layout,Independent House,3104573.0,350.0,1.0,1.0,7.3,False,8870.208571428571,Small
PROP0535,Indiranagar,Apartment,8057956.0,713.0,2.0,3.0,15.9,False,11301.481065918653,Small
PROP0536,Whitefield,Apartment,6747930.0,833.0,1.0,1.0,11.3,False,8100.756302521008,Medium
PROP0537,Koramangala,Apartment,14919995.0,1261.0,1.0,2.0,18.2,False,11831.875495638382,Medium
PROP0538,Indiranagar,Apartment,15035822.5,1318.0,2.0,2.0,6.0,False,11408.059559939302,Medium
PROP0539,Indiranagar,Independent House,6383969.0,666.0,1.0,2.0,17.2,False,9585.539039039038,Small
PROP0540,Jayanagar,Independent House,8692781.0,938.0,2.0,2.0,8.1,False,9267.357142857143,Medium
PROP0541,Electronic City,Independent House,6960275.0,1002.0,1.0,1.0,10.6,False,6946.382235528942,Medium
PROP0542,Koramangala,Apartment,34386721.0,2728.0,5.0,4.0,12.6,True,12605.103005865103,Very Large
PROP0543,Jayanagar,Apartment,23126422.0,2387.0,4.0,5.0,10.8,False,9688.488479262673,Very Large
PROP0544,Electronic City,Studio,33933384.0,1236.0,2.0,1.0,8.4,True,27454.194174757282,Medium
PROP0545,Indiranagar,Apartment,13755237.0,1261.0,2.0,2.0,10.0,False,10908.197462331484,Medium
PROP0546,Koramangala,Villa,8622189.0,852.0,1.0,1.0,7.6,False,10119.94014084507,Medium
PROP0547,Koramangala,Apartment,4950648.0,458.0,1.0,1.0,8.3,False,10809.275109170305,Small
PROP0548,Indiranagar,Apartment,14779630.0,1389.0,3.0,2.0,14.4,False,10640.482361411086,Medium
PROP0549,Jayanagar,Independent House,8814025.0,931.0,2.0,2.0,2.2,False,9467.266380236306,Medium
PROP0550,Koramangala,Apartment,17479733.0,1406.0,2.0,2.0,17.1,False,12432.24253200569,Large
PROP0551,Koramangala,Independent House,8197329.0,618.0,1.0,1.0,17.3,False,13264.286407766991,Small
PROP0552,Indiranagar,Apartment,11199944.0,1054.0,2.0,1.0,8.6,False,10626.132827324478,Medium
PROP0553,Whitefield,Apartment,10917550.0,1527.0,3.0,4.0,11.7,False,7149.672560576293,Large
PROP0554,Electronic City,Apartment,9930173.0,1640.0,2.0,1.0,4.8,False,6054.983536585366,Large
PROP0555,Indiranagar,Apartment,17614237.0,1667.0,3.0,2.0,13.8,False,10566.428914217156,Large
PROP0556,Whitefield,Apartment,5759370.0,763.0,2.0,2.0,5.3,False,7548.322411533421,Small
PROP0557,Whitefield,Apartment,14559343.0,1894.0,3.0,2.0,0.4,False,7687.087117212249,Large
PROP0558,Koramangala,Villa,14379604.0,1034.0,1.0,1.0,22.9,False,13906.773694390715,Medium
PROP0559,Hsr Layout,Independent House,16941293.0,1779.0,3.0,2.0,4.4,False,9522.93029792018,Large
PROP0560,Koramangala,Apartment,17525556.0,1444.0,3.0,3.0,9.9,False,12136.811634349031,Large
PROP0561,Indiranagar,Apartment,7807926.0,734.0,1.0,2.0,12.0,False,10637.50136239782,Small
PROP0562,Whitefield,Apartment,9132019.0,1286.0,2.0,2.0,14.4,False,7101.103421461898,Medium
PROP0563,Jayanagar,Studio,16649083.0,1640.0,3.0,4.0,10.5,False,10151.879878048781,Large
PROP0564,Indiranagar,Apartment,19046189.0,1769.0,4.0,5.0,12.7,False,10766.641605426796,Large
PROP0565,Hsr Layout,Apartment,14396221.0,1377.0,2.0,1.0,8.5,False,10454.771968046478,Medium
PROP0566,Hsr Layout,Apartment,23305277.0,2247.0,3.0,3.0,2.7,False,10371.729862038273,Very Large
PROP0567,Jayanagar,Apartment,19218072.0,1974.0,3.0,2.0,10.2,False,9735.598784194528,Large
PROP0568,Indiranagar,Apartment,13914406.0,1317.0,3.0,3.0,15.7,False,10565.228549734244,Medium
PROP0569,Whitefield,Apartment,14188505.0,1840.0,2.0,1.0,4.6,False,7711.14402173913,Large
PROP0570,Koramangala,Independent House,29634849.0,2456.0,4.0,5.0,12.1,True,12066.306596091204,Very Large
PROP0571,Whitefield,Apartment,18923677.0,1503.0,3.0,2.0,31.8,False,12590.603459747172,Large
PROP0572,Jayanagar,Apartment,8358927.0,811.0,1.0,1.0,9.7,False,10306.938347718866,Medium
PROP0573,Koramangala,Apartment,11198308.0,968.0,1.0,2.0,10.1,False,11568.5,Medium
PROP0574,Jayanagar,Apartment,20898885.0,2222.0,4.0,5.0,2.5,False,9405.438793879388,Very Large
PROP0575,Electronic City,Apartment,4162503.0,1401.0,2.0,3.0,4.1,False,2971.0942184154173,Large
PROP0576,Koramangala,Apartment,10119239.0,762.0,1.0,2.0,5.4,False,13279.841207349082,Small
PROP0577,Electronic City,Apartment,8235351.0,1197.0,2.0,2.0,15.3,False,6879.992481203008,Medium
PROP0578,Hsr Layout,Villa,17667091.0,1669.0,3.0,2.0,4.9,False,10585.434991012582,Large
PROP0579,Electronic City,Apartment,7375412.0,1397.0,3.0,4.0,1.7,False,5279.464566929134,Medium
PROP0580,Whitefield,Independent House,9703941.0,1112.0,2.0,2.0,13.6,False,8726.565647482015,Medium
PROP0581,Koramangala,Apartment,13138407.0,1099.0,2.0,3.0,5.8,False,11954.874431301183,Medium
PROP0582,Koramangala,Apartment,13534416.0,1080.0,2.0,3.0,2.6,False,12531.866666666667,Medium
PROP0583,Indiranagar,Independent House,11414073.0,993.0,2.0,2.0,16.6,False,11494.534743202417,Medium
PROP0584,Koramangala,Studio,144978786.0,2636.0,2.0,6.0,7.8,True,54999.539453717756,Very Large
PROP0585,Electronic City,Apartment,9058628.0,1605.0,2.0,3.0,14.4,False,5644.004984423676,Large
PROP0586,Hsr Layout,Independent House,20161880.0,1911.0,3.0,3.0,2.5,False,10550.434327577184,Large
PROP0587,Whitefield,Apartment,11506834.5,1196.0,2.0,1.0,1.0,False,9621.099080267559,Medium
PROP0588,Whitefield,Apartment,10639245.0,1353.0,3.0,2.0,11.3,False,7863.447893569844,Medium
PROP0589,Whitefield,Independent House,9494929.0,1079.0,2.0,2.0,4.0,False,8799.748841519926,Medium
PROP0590,Indiranagar,Studio,4679348.0,350.0,1.0,1.0,11.2,False,13369.565714285714,Small
PROP0591,Electronic City,Apartment,4573343.0,733.0,1.0,1.0,11.3,False,6239.212824010914,Small
PROP0592,Koramangala,Apartment,5627010.0,508.0,1.0,1.0,10.3,False,11076.791338582678,Small
PROP0593,Whitefield,Apartment,3357713.0,350.0,1.0,2.0,20.5,False,9593.465714285714,Small
PROP0594,Hsr Layout,Apartment,7566091.0,828.0,1.0,2.0,45.0,False,9137.791062801933,Medium
PROP0595,Indiranagar,Independent House,23726131.0,2139.0,4.0,3.0,13.4,False,11092.160355306218,Large
PROP0596,Whitefield,Apartment,10542532.0,1427.0,3.0,3.0,31.8,False,7387.899088997898,Large
PROP0597,Hsr Layout,Apartment,20320251.0,2121.0,3.0,2.0,7.9,False,9580.50495049505,Large
PROP0598,Hsr Layout,Apartment,17228142.0,1664.0,2.0,3.0,3.3,False,10353.450721153846,Large
PROP0599,Electronic City,Apartment,11531057.0,1857.0,3.0,4.0,6.1,False,6209.5083467959075,Large
PROP0600,Hsr Layout,Apartment,10101082.0,982.0,1.0,2.0,8.3,False,10286.234215885946,Medium
PROP0601,Koramangala,Independent House,21558194.0,1432.0,2.0,2.0,33.5,False,15054.604748603351,Large
PROP0602,Jayanagar,Villa,16823799.0,1829.0,3.0,3.0,10.8,False,9198.359212684527,Large
PROP0603,Electronic City,Villa,5724152.0,1150.0,3.0,4.0,21.0,False,4977.5234782608695,Medium
PROP0604,Hsr Layout,Apartment,18158325.0,1741.0,4.0,4.0,7.4,False,10429.824813325675,Large
PROP0605,Electronic City,Apartment,10370976.0,1744.0,2.0,2.0,6.7,False,5946.660550458716,Large
PROP0606,Jayanagar,Apartment,11144784.0,1164.0,2.0,3.0,2.4,False,9574.556701030928,Medium
PROP0607,Electronic City,Apartment,5556135.0,866.0,2.0,2.0,32.8,False,6415.860277136258,Medium
PROP0608,Indiranagar,Apartment,8558523.0,834.0,1.0,2.0,25.6,False,10262.01798561151,Medium
PROP0609,Jayanagar,Villa,14479074.0,1495.0,3.0,3.0,12.1,False,9684.99933110368,Large
PROP0610,Koramangala,Independent House,19892003.0,1620.0,2.0,3.0,8.6,False,12279.014197530863,Large
PROP0611,Koramangala,Apartment,11854993.0,1038.0,2.0,1.0,11.1,False,11420.995183044315,Medium
PROP0612,Hsr Layout,Apartment,14421346.0,1464.0,2.0,1.0,3.2,False,9850.646174863388,Large
PROP0613,Electronic City,Villa,10314179.0,1747.0,3.0,2.0,14.4,False,5903.937607326846,Large
PROP0614,Electronic City,Apartment,11343331.0,1771.0,2.0,2.0,24.3,False,6405.042913608131,Large
PROP0615,Whitefield,Independent House,17298756.0,2257.0,4.0,5.0,10.6,False,7664.490917146655,Very Large
PROP0616,Jayanagar,Apartment,19408446.0,2114.0,4.0,3.0,2.5,False,9180.911069063386,Large
PROP0617,Jayanagar,Apartment,6483051.0,929.0,1.0,1.0,20.9,False,6978.526372443488,Medium
PROP0618,Whitefield,Apartment,18505898.0,1503.0,3.0,4.0,3.2,False,12312.64005322688,Large
PROP0619,Indiranagar,Independent House,12824711.0,1174.0,1.0,2.0,1.1,False,10923.944633730835,Medium
PROP0620,Indiranagar,Apartment,22008948.0,1993.0,3.0,3.0,21.4,False,11043.124937280481,Large
PROP0621,Jayanagar,Villa,13721875.0,1485.0,2.0,2.0,7.0,False,9240.319865319865,Large
PROP0622,Koramangala,Apartment,15453573.0,1236.0,1.0,1.0,19.5,False,12502.890776699029,Medium
PROP0623,Electronic City,Apartment,3508460.0,510.0,1.0,1.0,18.3,False,6879.333333333333,Small
PROP0624,Koramangala,Independent House,16678767.0,1361.0,2.0,1.0,10.6,False,12254.788390889053,Medium
PROP0625,Electronic City,Apartment,3511794.0,639.0,1.0,2.0,11.0,False,5495.765258215963,Small
PROP0626,Koramangala,Apartment,17065078.0,1432.0,3.0,3.0,3.6,False,11916.953910614526,Large
PROP0627,Jayanagar,Apartment,22133792.0,2239.0,4.0,5.0,8.3,False,9885.570343903528,Very Large
PROP0628,Indiranagar,Independent House,11251853.0,1036.0,2.0,3.0,25.3,False,10860.86196911197,Medium
PROP0629,Koramangala,Apartment,20546724.0,1607.0,3.0,2.0,19.8,False,12785.764779091474,Large
PROP0630,Jayanagar,Apartment,10045686.0,1073.0,2.0,1.0,8.6,False,9362.242311276794,Medium
PROP0631,Electronic City,Independent House,5663096.0,1123.0,1.0,2.0,8.5,False,5042.828138913625,Medium
PROP0632,Jayanagar,Villa,19479810.0,1853.0,3.0,2.0,15.8,False,10512.5796006476,Large
PROP0633,Indiranagar,Independent House,15289735.0,1430.0,2.0,2.0,11.5,False,10692.122377622378,Large
PROP0634,Whitefield,Studio,17738353.0,2355.0,4.0,5.0,9.0,False,7532.209341825902,Very Large
PROP0635,Indiranagar,Villa,12580254.0,1199.0,2.0,3.0,14.9,False,10492.28857381151,Medium
PROP0636,Indiranagar,Apartment,21448413.0,1970.0,3.0,4.0,14.6,False,10887.519289340102,Large
PROP0637,Hsr Layout,Apartment,15202978.0,1501.0,3.0,2.0,6.2,False,10128.566289140574,Large
PROP0638,Hsr Layout,Villa,18870464.0,1864.0,3.0,2.0,13.2,False,10123.639484978541,Large
PROP0639,Jayanagar,Villa,11761565.0,1217.0,1.0,1.0,14.0,False,9664.391947411668,Medium
PROP0640,Electronic City,Independent House,8450746.0,1424.0,3.0,2.0,10.4,False,5934.512640449439,Large
PROP0641,Jayanagar,Apartment,11811042.0,1390.0,1.0,1.0,5.7,False,8497.15251798561,Medium
PROP0642,Jayanagar,Apartment,13828285.0,1015.0,1.0,2.0,10.6,False,13623.926108374384,Medium
PROP0643,Indiranagar,Apartment,19514132.0,1794.0,3.0,2.0,4.8,False,10877.442586399107,Large
PROP0644,Whitefield,Apartment,13895326.0,1788.0,3.0,4.0,13.4,False,7771.435123042505,Large
PROP0645,Hsr Layout,Apartment,17391442.0,1759.0,2.0,2.0,2.5,False,9887.118817509949,Large
PROP0646,Electronic City,Studio,12337173.0,2249.0,3.0,3.0,27.0,False,5485.6260560249,Very Large
PROP0647,Indiranagar,Apartment,22059849.0,2204.0,4.0,2.0,23.6,False,10009.005898366606,Very Large
PROP0648,Koramangala,Apartment,16396186.0,1255.0,1.0,1.0,14.2,False,13064.690039840638,Medium
PROP0649,Hsr Layout,Apartment,14482705.5,1644.0,3.0,3.0,19.0,False,8809.431569343065,Large
PROP0650,Indiranagar,Villa,12330083.0,1126.0,2.0,1.0,18.2,False,10950.340142095914,Medium
